utc,local,subdir,bytes,files,bytes_delta,files_delta,mb_per_s,files_per_s
2026-09-04T01:22:20Z,2026-09-03T18:22:20,.,415634322,5302,0,0,0,0
2026-09-04T01:23:23Z,2026-09-03T18:23:23,src,415620398,5294,0,0,0,0
2026-09-04T01:23:23Z,2026-09-03T18:23:23,.,415634322,5302,0,0,0,0
2026-09-04T01:24:25Z,2026-09-03T18:24:25,src,415620398,5294,0,0,0,0
2026-09-04T01:24:25Z,2026-09-03T18:24:25,.,415634322,5302,0,0,0,0
2026-09-04T01:25:26Z,2026-09-03T18:25:26,src,415620398,5294,0,0,0,0
2026-09-04T01:25:26Z,2026-09-03T18:25:26,.,415634322,5302,0,0,0,0
2026-09-04T01:26:28Z,2026-09-03T18:26:28,src,415620398,5294,0,0,0,0
2026-09-04T01:26:28Z,2026-09-03T18:26:28,.,415634322,5302,0,0,0,0
2026-09-04T01:27:30Z,2026-09-03T18:27:30,src,415620398,5294,0,0,0,0
2026-09-04T01:27:30Z,2026-09-03T18:27:30,.,415634322,5302,0,0,0,0
2026-09-04T01:28:32Z,2026-09-03T18:28:32,src,415620398,5294,0,0,0,0
2026-09-04T01:28:32Z,2026-09-03T18:28:32,.,415634322,5302,0,0,0,0
2026-09-04T01:29:33Z,2026-09-03T18:29:33,src,415620398,5294,0,0,0,0
2026-09-04T01:29:33Z,2026-09-03T18:29:33,.,415634322,5302,0,0,0,0
2026-09-04T01:30:35Z,2026-09-03T18:30:35,src,415620398,5294,0,0,0,0
2026-09-04T01:30:35Z,2026-09-03T18:30:35,.,415634322,5302,0,0,0,0
2026-09-04T01:31:36Z,2026-09-03T18:31:36,src,415620398,5294,0,0,0,0
2026-09-04T01:31:36Z,2026-09-03T18:31:36,.,415634322,5302,0,0,0,0
2026-09-04T01:32:38Z,2026-09-03T18:32:38,src,415620398,5294,0,0,0,0
2026-09-04T01:32:38Z,2026-09-03T18:32:38,.,415634322,5302,0,0,0,0
2026-09-04T01:33:40Z,2026-09-03T18:33:40,src,415620398,5294,0,0,0,0
2026-09-04T01:33:40Z,2026-09-03T18:33:40,.,415634322,5302,0,0,0,0
2026-09-04T01:34:41Z,2026-09-03T18:34:41,src,415620398,5294,0,0,0,0
2026-09-04T01:34:41Z,2026-09-03T18:34:41,.,415634322,5302,0,0,0,0
2026-09-04T01:35:43Z,2026-09-03T18:35:43,src,415620398,5294,0,0,0,0
2026-09-04T01:35:43Z,2026-09-03T18:35:43,.,415634322,5302,0,0,0,0
2026-09-04T01:36:45Z,2026-09-03T18:36:45,src,415620398,5294,0,0,0,0
2026-09-04T01:36:45Z,2026-09-03T18:36:45,.,415634322,5302,0,0,0,0
2026-09-04T01:37:46Z,2026-09-03T18:37:46,src,415620398,5294,0,0,0,0
2026-09-04T01:37:46Z,2026-09-03T18:37:46,.,415634322,5302,0,0,0,0
2026-09-04T01:38:48Z,2026-09-03T18:38:48,src,415620398,5294,0,0,0,0
2026-09-04T01:38:48Z,2026-09-03T18:38:48,.,415634322,5302,0,0,0,0
2026-09-04T01:39:50Z,2026-09-03T18:39:50,src,415620398,5294,0,0,0,0
2026-09-04T01:39:50Z,2026-09-03T18:39:50,.,415634322,5302,0,0,0,0
2026-09-04T01:40:51Z,2026-09-03T18:40:51,src,415620398,5294,0,0,0,0
2026-09-04T01:40:51Z,2026-09-03T18:40:51,.,415634322,5302,0,0,0,0
2026-09-04T01:41:53Z,2026-09-03T18:41:53,src,415620398,5294,0,0,0,0
2026-09-04T01:41:53Z,2026-09-03T18:41:53,.,415634322,5302,0,0,0,0
2026-09-04T01:42:54Z,2026-09-03T18:42:54,src,415620398,5294,0,0,0,0
2026-09-04T01:42:54Z,2026-09-03T18:42:54,.,415634322,5302,0,0,0,0
2026-09-04T01:43:56Z,2026-09-03T18:43:56,src,415620398,5294,0,0,0,0
2026-09-04T01:43:56Z,2026-09-03T18:43:56,.,415634322,5302,0,0,0,0
2026-09-04T01:44:58Z,2026-09-03T18:44:58,src,415620398,5294,0,0,0,0
2026-09-04T01:44:58Z,2026-09-03T18:44:58,.,415634322,5302,0,0,0,0
2026-09-04T01:46:00Z,2026-09-03T18:46:00,src,415620398,5294,0,0,0,0
2026-09-04T01:46:00Z,2026-09-03T18:46:00,.,415634322,5302,0,0,0,0
2026-09-04T01:47:01Z,2026-09-03T18:47:01,src,415620398,5294,0,0,0,0
2026-09-04T01:47:01Z,2026-09-03T18:47:01,.,415634322,5302,0,0,0,0
2026-09-04T01:48:03Z,2026-09-03T18:48:03,src,415620398,5294,0,0,0,0
2026-09-04T01:48:03Z,2026-09-03T18:48:03,.,415634322,5302,0,0,0,0
2026-09-04T01:49:04Z,2026-09-03T18:49:04,src,415620398,5294,0,0,0,0
2026-09-04T01:49:04Z,2026-09-03T18:49:04,.,415634322,5302,0,0,0,0
2026-09-04T01:50:06Z,2026-09-03T18:50:06,src,415620398,5294,0,0,0,0
2026-09-04T01:50:06Z,2026-09-03T18:50:06,.,415634322,5302,0,0,0,0
2026-09-04T01:51:08Z,2026-09-03T18:51:08,src,415620398,5294,0,0,0,0
2026-09-04T01:51:08Z,2026-09-03T18:51:08,.,415634322,5302,0,0,0,0
2026-09-04T01:52:09Z,2026-09-03T18:52:09,src,415620398,5294,0,0,0,0
2026-09-04T01:52:09Z,2026-09-03T18:52:09,.,415634322,5302,0,0,0,0
2026-09-04T01:53:11Z,2026-09-03T18:53:11,src,415620398,5294,0,0,0,0
2026-09-04T01:53:11Z,2026-09-03T18:53:11,.,415634322,5302,0,0,0,0
2026-09-04T01:54:13Z,2026-09-03T18:54:13,src,415620398,5294,0,0,0,0
2026-09-04T01:54:13Z,2026-09-03T18:54:13,.,415634322,5302,0,0,0,0
2026-09-04T01:55:14Z,2026-09-03T18:55:14,src,415620398,5294,0,0,0,0
2026-09-04T01:55:14Z,2026-09-03T18:55:14,.,415634322,5302,0,0,0,0
2026-09-04T01:56:16Z,2026-09-03T18:56:16,src,415620398,5294,0,0,0,0
2026-09-04T01:56:16Z,2026-09-03T18:56:16,.,415634322,5302,0,0,0,0
2026-09-04T01:57:17Z,2026-09-03T18:57:17,src,415620398,5294,0,0,0,0
2026-09-04T01:57:17Z,2026-09-03T18:57:17,.,415634322,5302,0,0,0,0
2026-09-04T01:58:19Z,2026-09-03T18:58:19,src,415620398,5294,0,0,0,0
2026-09-04T01:58:19Z,2026-09-03T18:58:19,.,415634322,5302,0,0,0,0
2026-09-04T01:59:21Z,2026-09-03T18:59:21,src,415620398,5294,0,0,0,0
2026-09-04T01:59:21Z,2026-09-03T18:59:21,.,415634322,5302,0,0,0,0
2026-09-04T02:00:22Z,2026-09-03T19:00:22,src,415620398,5294,0,0,0,0
2026-09-04T02:00:22Z,2026-09-03T19:00:22,.,415634322,5302,0,0,0,0
2026-09-04T02:01:24Z,2026-09-03T19:01:24,src,415620398,5294,0,0,0,0
2026-09-04T02:01:24Z,2026-09-03T19:01:24,.,415634322,5302,0,0,0,0
2026-09-04T02:02:26Z,2026-09-03T19:02:26,src,415620398,5294,0,0,0,0
2026-09-04T02:02:26Z,2026-09-03T19:02:26,.,415634322,5302,0,0,0,0
2026-09-04T02:03:27Z,2026-09-03T19:03:27,src,415620398,5294,0,0,0,0
2026-09-04T02:03:27Z,2026-09-03T19:03:27,.,415634322,5302,0,0,0,0
2026-09-04T02:04:29Z,2026-09-03T19:04:29,src,415620398,5294,0,0,0,0
2026-09-04T02:04:29Z,2026-09-03T19:04:29,.,415634322,5302,0,0,0,0
2026-09-04T02:05:31Z,2026-09-03T19:05:31,src,415620398,5294,0,0,0,0
2026-09-04T02:05:31Z,2026-09-03T19:05:31,.,415634322,5302,0,0,0,0
2026-09-04T02:06:32Z,2026-09-03T19:06:32,src,415620398,5294,0,0,0,0
2026-09-04T02:06:32Z,2026-09-03T19:06:32,.,415634322,5302,0,0,0,0
2026-09-04T02:07:34Z,2026-09-03T19:07:34,src,415620398,5294,0,0,0,0
2026-09-04T02:07:34Z,2026-09-03T19:07:34,.,415634322,5302,0,0,0,0
2026-09-04T02:08:36Z,2026-09-03T19:08:36,src,415620398,5294,0,0,0,0
2026-09-04T02:08:36Z,2026-09-03T19:08:36,.,415634322,5302,0,0,0,0
2026-09-04T02:09:37Z,2026-09-03T19:09:37,src,415620398,5294,0,0,0,0
2026-09-04T02:09:37Z,2026-09-03T19:09:37,.,415634322,5302,0,0,0,0
2026-09-04T02:10:39Z,2026-09-03T19:10:39,src,415620398,5294,0,0,0,0
2026-09-04T02:10:39Z,2026-09-03T19:10:39,.,415634322,5302,0,0,0,0
2026-09-04T02:11:41Z,2026-09-03T19:11:41,src,415620398,5294,0,0,0,0
2026-09-04T02:11:41Z,2026-09-03T19:11:41,.,415634322,5302,0,0,0,0
2026-09-04T02:12:42Z,2026-09-03T19:12:42,src,415620398,5294,0,0,0,0
2026-09-04T02:12:42Z,2026-09-03T19:12:42,.,415634322,5302,0,0,0,0
2026-09-04T02:13:44Z,2026-09-03T19:13:44,src,415620398,5294,0,0,0,0
2026-09-04T02:13:44Z,2026-09-03T19:13:44,.,415634322,5302,0,0,0,0
2026-09-04T02:14:46Z,2026-09-03T19:14:46,src,415620398,5294,0,0,0,0
2026-09-04T02:14:46Z,2026-09-03T19:14:46,.,415634322,5302,0,0,0,0
2026-09-04T02:15:47Z,2026-09-03T19:15:47,src,415620398,5294,0,0,0,0
2026-09-04T02:15:47Z,2026-09-03T19:15:47,.,415634322,5302,0,0,0,0
2026-09-04T02:16:49Z,2026-09-03T19:16:49,src,415620398,5294,0,0,0,0
2026-09-04T02:16:49Z,2026-09-03T19:16:49,.,415634322,5302,0,0,0,0
2026-09-04T02:17:51Z,2026-09-03T19:17:51,src,415620398,5294,0,0,0,0
2026-09-04T02:17:51Z,2026-09-03T19:17:51,.,415634322,5302,0,0,0,0
2026-09-04T02:18:53Z,2026-09-03T19:18:53,src,415620398,5294,0,0,0,0
2026-09-04T02:18:53Z,2026-09-03T19:18:53,.,415634322,5302,0,0,0,0
2026-09-04T02:19:54Z,2026-09-03T19:19:54,src,415620398,5294,0,0,0,0
2026-09-04T02:19:54Z,2026-09-03T19:19:54,.,415634322,5302,0,0,0,0
2026-09-04T02:20:56Z,2026-09-03T19:20:56,src,415620398,5294,0,0,0,0
2026-09-04T02:20:56Z,2026-09-03T19:20:56,.,415634322,5302,0,0,0,0
2026-09-04T02:21:58Z,2026-09-03T19:21:58,src,415620398,5294,0,0,0,0
2026-09-04T02:21:58Z,2026-09-03T19:21:58,.,415634322,5302,0,0,0,0
2026-09-04T02:22:59Z,2026-09-03T19:22:59,src,415620398,5294,0,0,0,0
2026-09-04T02:22:59Z,2026-09-03T19:22:59,data,35881394,321,0,0,0,0
2026-09-04T02:22:59Z,2026-09-03T19:22:59,.,451515729,5623,35881407,321,0.57,5.35
2026-09-04T02:24:01Z,2026-09-03T19:24:01,src,415620398,5294,0,0,0,0
2026-09-04T02:24:01Z,2026-09-03T19:24:01,data,52014462,543,16133068,222,0.256,3.7
2026-09-04T02:24:01Z,2026-09-03T19:24:01,.,467648797,5845,16133068,222,0.256,3.7
2026-09-04T02:25:03Z,2026-09-03T19:25:03,src,415620398,5294,0,0,0,0
2026-09-04T02:25:03Z,2026-09-03T19:25:03,data,68220436,767,16205974,224,0.258,3.73
2026-09-04T02:25:03Z,2026-09-03T19:25:03,.,483854771,6069,16205974,224,0.258,3.73
2026-09-04T02:26:05Z,2026-09-03T19:26:05,src,415620398,5294,0,0,0,0
2026-09-04T02:26:05Z,2026-09-03T19:26:05,data,84657677,1093,16437241,326,0.261,5.43
2026-09-04T02:26:05Z,2026-09-03T19:26:05,.,500358638,6396,16503867,327,0.262,5.45
2026-09-04T02:27:06Z,2026-09-03T19:27:06,src,415620398,5294,0,0,0,0
2026-09-04T02:27:06Z,2026-09-03T19:27:06,data,97993891,1277,13336214,184,0.212,3.07
2026-09-04T02:27:06Z,2026-09-03T19:27:06,.,513628226,6579,13269588,183,0.211,3.05
2026-09-04T02:28:08Z,2026-09-03T19:28:08,src,415620398,5294,0,0,0,0
2026-09-04T02:28:08Z,2026-09-03T19:28:08,data,111094583,1445,13100692,168,0.208,2.8
2026-09-04T02:28:08Z,2026-09-03T19:28:08,.,526728918,6747,13100692,168,0.208,2.8
2026-09-04T02:29:10Z,2026-09-03T19:29:10,src,415620398,5294,0,0,0,0
2026-09-04T02:29:10Z,2026-09-03T19:29:10,data,126814719,1623,15720136,178,0.25,2.97
2026-09-04T02:29:10Z,2026-09-03T19:29:10,.,542449054,6925,15720136,178,0.25,2.97
2026-09-04T02:30:12Z,2026-09-03T19:30:12,src,415620398,5294,0,0,0,0
2026-09-04T02:30:12Z,2026-09-03T19:30:12,data,142984903,1887,16170184,264,0.257,4.4
2026-09-04T02:30:12Z,2026-09-03T19:30:12,.,558656102,7190,16207048,265,0.258,4.42
2026-09-04T02:31:14Z,2026-09-03T19:31:14,src,415620398,5294,0,0,0,0
2026-09-04T02:31:14Z,2026-09-03T19:31:14,data,163722270,2358,20737367,471,0.33,7.85
2026-09-04T02:31:14Z,2026-09-03T19:31:14,.,579356605,7660,20700503,470,0.329,7.83
2026-09-04T02:32:16Z,2026-09-03T19:32:16,src,415620398,5294,0,0,0,0
2026-09-04T02:32:16Z,2026-09-03T19:32:16,data,178401842,2598,14679572,240,0.233,4
2026-09-04T02:32:16Z,2026-09-03T19:32:16,.,594036177,7900,14679572,240,0.233,4
2026-09-04T02:33:19Z,2026-09-03T19:33:19,src,415620398,5294,0,0,0,0
2026-09-04T02:33:19Z,2026-09-03T19:33:19,data,190821187,3077,12419345,479,0.197,7.98
2026-09-04T02:33:19Z,2026-09-03T19:33:19,.,606459302,8386,12423125,486,0.197,8.1
2026-09-04T02:34:21Z,2026-09-03T19:34:21,src,415620398,5294,0,0,0,0
2026-09-04T02:34:21Z,2026-09-03T19:34:21,data,211213305,3603,20392118,526,0.324,8.77
2026-09-04T02:34:21Z,2026-09-03T19:34:21,.,626847904,8907,20388602,521,0.324,8.68
2026-09-04T02:35:23Z,2026-09-03T19:35:23,src,415620398,5294,0,0,0,0
2026-09-04T02:35:23Z,2026-09-03T19:35:23,data,227634509,3910,16421204,307,0.261,5.12
2026-09-04T02:35:23Z,2026-09-03T19:35:23,.,643522796,9212,16674892,305,0.265,5.08
2026-09-04T02:36:26Z,2026-09-03T19:36:26,src,415620398,5294,0,0,0,0
2026-09-04T02:36:26Z,2026-09-03T19:36:26,data,242820455,4211,15185946,301,0.241,5.02
2026-09-04T02:36:26Z,2026-09-03T19:36:26,.,658712838,9513,15190042,301,0.241,5.02
2026-09-04T02:37:28Z,2026-09-03T19:37:28,src,415620398,5294,0,0,0,0
2026-09-04T02:37:28Z,2026-09-03T19:37:28,data,263599059,4409,20778604,198,0.33,3.3
2026-09-04T02:37:28Z,2026-09-03T19:37:28,.,679408110,9717,20695272,204,0.329,3.4
2026-09-04T02:38:31Z,2026-09-03T19:38:31,src,415620398,5294,0,0,0,0
2026-09-04T02:38:31Z,2026-09-03T19:38:31,data,280794312,4755,17195253,346,0.273,5.77
2026-09-04T02:38:31Z,2026-09-03T19:38:31,.,696585191,10059,17177081,342,0.273,5.7
2026-09-04T02:39:33Z,2026-09-03T19:39:33,src,415620398,5294,0,0,0,0
2026-09-04T02:39:33Z,2026-09-03T19:39:33,data,286173132,4954,5378820,199,0.085,3.32
2026-09-04T02:39:33Z,2026-09-03T19:39:33,.,701815659,10256,5230468,197,0.083,3.28
2026-09-04T02:40:36Z,2026-09-03T19:40:36,src,415620398,5294,0,0,0,0
2026-09-04T02:40:36Z,2026-09-03T19:40:36,data,286727975,4985,554843,31,0.009,0.52
2026-09-04T02:40:36Z,2026-09-03T19:40:36,.,702366406,10287,550747,31,0.009,0.52
2026-09-04T02:41:38Z,2026-09-03T19:41:38,src,415620398,5294,0,0,0,0
2026-09-04T02:41:38Z,2026-09-03T19:41:38,data,287291049,4985,563074,0,0.009,0
2026-09-04T02:41:38Z,2026-09-03T19:41:38,.,702929480,10287,563074,0,0.009,0
2026-09-04T02:42:41Z,2026-09-03T19:42:41,src,415620398,5294,0,0,0,0
2026-09-04T02:42:41Z,2026-09-03T19:42:41,data,287831566,5015,540517,30,0.009,0.5
2026-09-04T02:42:41Z,2026-09-03T19:42:41,.,703469997,10317,540517,30,0.009,0.5
2026-09-04T02:43:43Z,2026-09-03T19:43:43,src,415620398,5294,0,0,0,0
2026-09-04T02:43:43Z,2026-09-03T19:43:43,data,288389448,5057,557882,42,0.009,0.7
2026-09-04T02:43:43Z,2026-09-03T19:43:43,.,704027879,10359,557882,42,0.009,0.7
2026-09-04T02:44:46Z,2026-09-03T19:44:46,src,415620398,5294,0,0,0,0
2026-09-04T02:44:46Z,2026-09-03T19:44:46,data,288957847,5062,568399,5,0.009,0.08
2026-09-04T02:44:46Z,2026-09-03T19:44:46,.,704596278,10364,568399,5,0.009,0.08
2026-09-04T02:45:49Z,2026-09-03T19:45:49,src,415620398,5294,0,0,0,0
2026-09-04T02:45:49Z,2026-09-03T19:45:49,data,289534384,5126,576537,64,0.009,1.07
2026-09-04T02:45:49Z,2026-09-03T19:45:49,.,705172815,10428,576537,64,0.009,1.07
2026-09-04T02:46:51Z,2026-09-03T19:46:51,src,415620398,5294,0,0,0,0
2026-09-04T02:46:51Z,2026-09-03T19:46:51,data,290106145,5170,571761,44,0.009,0.73
2026-09-04T02:46:51Z,2026-09-03T19:46:51,.,705743810,10476,570995,48,0.009,0.8
2026-09-04T02:47:54Z,2026-09-03T19:47:54,src,415620398,5294,0,0,0,0
2026-09-04T02:47:54Z,2026-09-03T19:47:54,data,290661793,5177,555648,7,0.009,0.12
2026-09-04T02:47:54Z,2026-09-03T19:47:54,.,706300224,10479,556414,3,0.009,0.05
2026-09-04T02:48:56Z,2026-09-03T19:48:56,src,415620398,5294,0,0,0,0
2026-09-04T02:48:56Z,2026-09-03T19:48:56,data,291207624,5184,545831,7,0.009,0.12
2026-09-04T02:48:56Z,2026-09-03T19:48:56,.,706846055,10486,545831,7,0.009,0.12
2026-09-04T02:49:59Z,2026-09-03T19:49:59,src,415620398,5294,0,0,0,0
2026-09-04T02:49:59Z,2026-09-03T19:49:59,data,291727666,5208,520042,24,0.008,0.4
2026-09-04T02:49:59Z,2026-09-03T19:49:59,.,707366097,10510,520042,24,0.008,0.4
2026-09-04T02:51:02Z,2026-09-03T19:51:02,src,415620398,5294,0,0,0,0
2026-09-04T02:51:02Z,2026-09-03T19:51:02,data,292243560,5216,515894,8,0.008,0.13
2026-09-04T02:51:02Z,2026-09-03T19:51:02,.,707881991,10518,515894,8,0.008,0.13
2026-09-04T02:52:04Z,2026-09-03T19:52:04,src,415620398,5294,0,0,0,0
2026-09-04T02:52:04Z,2026-09-03T19:52:04,data,292799014,5217,555454,1,0.009,0.02
2026-09-04T02:52:04Z,2026-09-03T19:52:04,.,708441541,10519,559550,1,0.009,0.02
2026-09-04T02:53:07Z,2026-09-03T19:53:07,src,415620398,5294,0,0,0,0
2026-09-04T02:53:07Z,2026-09-03T19:53:07,data,293339742,5224,540728,7,0.009,0.12
2026-09-04T02:53:07Z,2026-09-03T19:53:07,.,708978173,10526,536632,7,0.009,0.12
2026-09-04T02:54:10Z,2026-09-03T19:54:10,src,415620398,5294,0,0,0,0
2026-09-04T02:54:10Z,2026-09-03T19:54:10,data,293837960,5251,498218,27,0.008,0.45
2026-09-04T02:54:10Z,2026-09-03T19:54:10,.,709483658,10553,505485,27,0.008,0.45
2026-09-04T02:55:12Z,2026-09-03T19:55:12,src,415620398,5294,0,0,0,0
2026-09-04T02:55:12Z,2026-09-03T19:55:12,data,294408337,5274,570377,23,0.009,0.38
2026-09-04T02:55:12Z,2026-09-03T19:55:12,.,710050864,10576,567206,23,0.009,0.38
2026-09-04T02:56:15Z,2026-09-03T19:56:15,src,415620398,5294,0,0,0,0
2026-09-04T02:56:15Z,2026-09-03T19:56:15,data,294916301,5288,507964,14,0.008,0.23
2026-09-04T02:56:15Z,2026-09-03T19:56:15,.,710554732,10590,503868,14,0.008,0.23
2026-09-04T02:57:18Z,2026-09-03T19:57:18,src,415620398,5294,0,0,0,0
2026-09-04T02:57:18Z,2026-09-03T19:57:18,data,295458942,5316,542641,28,0.009,0.47
2026-09-04T02:57:18Z,2026-09-03T19:57:18,.,711093277,10618,538545,28,0.009,0.47
2026-09-04T02:58:20Z,2026-09-03T19:58:20,src,415620398,5294,0,0,0,0
2026-09-04T02:58:20Z,2026-09-03T19:58:20,data,296014717,5332,555775,16,0.009,0.27
2026-09-04T02:58:20Z,2026-09-03T19:58:20,.,711651554,10635,558277,17,0.009,0.28
2026-09-04T02:59:23Z,2026-09-03T19:59:23,src,415620398,5294,0,0,0,0
2026-09-04T02:59:23Z,2026-09-03T19:59:23,data,296556332,5357,541615,25,0.009,0.42
2026-09-04T02:59:23Z,2026-09-03T19:59:23,.,712201412,10659,549858,24,0.009,0.4
2026-09-04T03:00:26Z,2026-09-03T20:00:26,src,415620398,5294,0,0,0,0
2026-09-04T03:00:26Z,2026-09-03T20:00:26,data,297077496,5388,521164,31,0.008,0.52
2026-09-04T03:00:26Z,2026-09-03T20:00:26,.,712720023,10690,518611,31,0.008,0.52
2026-09-04T03:01:29Z,2026-09-03T20:01:29,src,415620398,5294,0,0,0,0
2026-09-04T03:01:29Z,2026-09-03T20:01:29,data,297641774,5424,564278,36,0.009,0.6
2026-09-04T03:01:29Z,2026-09-03T20:01:29,.,713280205,10726,560182,36,0.009,0.6
2026-09-04T03:02:31Z,2026-09-03T20:02:31,src,415620398,5294,0,0,0,0
2026-09-04T03:02:31Z,2026-09-03T20:02:31,data,298143297,5462,501523,38,0.008,0.63
2026-09-04T03:02:31Z,2026-09-03T20:02:31,.,713777632,10764,497427,38,0.008,0.63
2026-09-04T03:03:34Z,2026-09-03T20:03:34,src,415620398,5294,0,0,0,0
2026-09-04T03:03:34Z,2026-09-03T20:03:34,data,298696938,5528,553641,66,0.009,1.1
2026-09-04T03:03:34Z,2026-09-03T20:03:34,.,714335369,10830,557737,66,0.009,1.1
2026-09-04T03:04:37Z,2026-09-03T20:04:37,src,415620398,5294,0,0,0,0
2026-09-04T03:04:37Z,2026-09-03T20:04:37,data,299181452,5549,484514,21,0.008,0.35
2026-09-04T03:04:37Z,2026-09-03T20:04:37,.,714819883,10851,484514,21,0.008,0.35
2026-09-04T03:05:40Z,2026-09-03T20:05:40,src,415620398,5294,0,0,0,0
2026-09-04T03:05:40Z,2026-09-03T20:05:40,data,299721526,5558,540074,9,0.009,0.15
2026-09-04T03:05:40Z,2026-09-03T20:05:40,.,715359957,10860,540074,9,0.009,0.15
2026-09-04T03:06:42Z,2026-09-03T20:06:42,src,415620398,5294,0,0,0,0
2026-09-04T03:06:42Z,2026-09-03T20:06:42,data,300229048,5574,507522,16,0.008,0.27
2026-09-04T03:06:42Z,2026-09-03T20:06:42,.,715863383,10876,503426,16,0.008,0.27
2026-09-04T03:07:45Z,2026-09-03T20:07:45,src,415620398,5294,0,0,0,0
2026-09-04T03:07:45Z,2026-09-03T20:07:45,data,300744309,5579,515261,5,0.008,0.08
2026-09-04T03:07:45Z,2026-09-03T20:07:45,.,716382740,10881,519357,5,0.008,0.08
2026-09-04T03:08:48Z,2026-09-03T20:08:48,src,415620398,5294,0,0,0,0
2026-09-04T03:08:48Z,2026-09-03T20:08:48,data,301225294,5584,480985,5,0.008,0.08
2026-09-04T03:08:48Z,2026-09-03T20:08:48,.,716863725,10886,480985,5,0.008,0.08
2026-09-04T03:09:50Z,2026-09-03T20:09:50,src,415620398,5294,0,0,0,0
2026-09-04T03:09:50Z,2026-09-03T20:09:50,data,301671673,5588,446379,4,0.007,0.07
2026-09-04T03:09:50Z,2026-09-03T20:09:50,.,717313128,10890,449403,4,0.007,0.07
2026-09-04T03:10:53Z,2026-09-03T20:10:53,src,415620398,5294,0,0,0,0
2026-09-04T03:10:53Z,2026-09-03T20:10:53,data,302162075,5633,490402,45,0.008,0.75
2026-09-04T03:10:53Z,2026-09-03T20:10:53,.,717800506,10935,487378,45,0.008,0.75
2026-09-04T03:11:56Z,2026-09-03T20:11:56,src,415620398,5294,0,0,0,0
2026-09-04T03:11:56Z,2026-09-03T20:11:56,data,302724740,5674,562665,41,0.009,0.68
2026-09-04T03:11:56Z,2026-09-03T20:11:56,.,718359075,10976,558569,41,0.009,0.68
2026-09-04T03:12:58Z,2026-09-03T20:12:58,src,415620398,5294,0,0,0,0
2026-09-04T03:12:58Z,2026-09-03T20:12:58,data,303249457,5717,524717,43,0.008,0.72
2026-09-04T03:12:58Z,2026-09-03T20:12:58,.,718891984,11019,532909,43,0.008,0.72
2026-09-04T03:14:01Z,2026-09-03T20:14:01,src,415620398,5294,0,0,0,0
2026-09-04T03:14:01Z,2026-09-03T20:14:01,data,303873304,5766,623847,49,0.01,0.82
